id,player_name
879,Jonathan Leko
892,Stephen Kingsley
897,Juanmi
898,Obbi Oularé
900,Adama Traoré
901,Kevin Toner
902,Sam Byram
906,Manu García
920,Matthew Pennington
925,Patrick Roberts
937,João Teixeira
942,Florian Thauvin
946,Marco van Ginkel
947,Víctor Ibarbo
948,Alessandro Diamanti
949,Giedrius Arlauskis
957,Yann Kermorgant
958,Tokelo Rantie
960,Clinton N&#039;Jie
961,Jordan Amavi
962,José Ángel Crespo
963,Eder
974,Yohan Benalouane
975,Lee Tomlin
981,Kyle Lafferty
983,Kevin Mbabu
987,Joseph Gomez
988,Jordan Rossiter
993,Serge Gnabry
998,Ivan Toney
999,Joseph Dodoo
1010,Gary Hooper
1011,Bradley Johnson
1013,Sam Field
1014,Tyler Roberts
1018,Josh Cullen
1022,Pedro Chirivella
1023,Cameron Brannagan
1024,Tyrone Mings
1026,Libor Kozák
1032,Kieran Dowell
1034,Adam Matthews
1037,Cameron Borthwick-Jackson
1042,Tom Davies
1043,Callum Connolly
1046,George Honeyman
1047,Will Keane
1048,Donald Love
1050,Ryan Allsop
1054,Bersant Celina
1059,Hiram Boateng
1070,Sullay Kaikai
1078,Sergi Canos
1079,Thomas Robson
1080,Rees Greenwood
1084,Jonjoe Kenny
1741,Zlatan Ibrahimovic
1728,Fernando Llorente
1660,Andre Gray
1715,Álvaro Negredo
1682,Islam Slimani
5543,Gabriel Jesus
1621,Marcos Alonso
337,Leroy Sané
1678,Michy Batshuayi
1740,Paul Pogba
317,Henrikh Mkhitaryan
1383,Manolo Gabbiadini
1709,Cristhian Stuani
1710,Marten de Roon
1727,Alfie Mawson
1732,Nolito
1763,Stefano Okaka
314,Ilkay Gündogan
1674,Sofiane Feghouli
1683,Ryan Fraser
1690,Sam Clucas
1738,Hal Robson-Kanu
204,Granit Xhaka
1126,M&#039;Baye Niang
1522,Andrea Ranocchia
1681,Ahmed Musa
1694,Adama Diomande
1699,Shkodran Mustafi
1723,Roberto Pereyra
1725,Christian Kabasele
1730,Vincent Janssen
1746,Jeff Hendrick
5545,Wilfred Ndidi
5549,Luka Milivojevic
332,Joel Matip
782,Ben Chilwell
971,Harry Winks
1657,Steven Defour
1663,Johann Berg Gudmundsson
1672,Jonathan Calleri
1676,David Luiz
1692,Shaun Maloney
1700,Lucas Pérez
1701,Borja Bastón
1702,Mike van der Hoorn
1707,Ben Gibson
1718,Daniel Ayala
1720,Didier Ndong
1722,Juan Zuñiga
1724,Isaac Success
1726,Abdoulaye Doucouré
1734,Sofiane Boufal
1743,Bruno Martins Indi
2144,Alfred N&#039;Diaye
5542,Grant Leadbitter
5555,Dominic Calvert-Lewin
5556,Ademola Lookman
5597,Josh Harrop
37,Loris Karius
91,Ron-Robert Zieler
202,Håvard Nordtveit
265,Ragnar Klavan
343,Pierre-Emile Højbjerg
725,Ola Aina
934,Axel Tuanzebe
976,Baily Cargill
985,Mason Holgate
1017,Matej Vydra
1027,Lynden Gooch
1039,Jason Denayer
1055,Aleix García
1071,Papy Djilobodji
1642,Simone Zaza
1662,Aiden O&#039;Neill
1665,James Tarkowski
1667,Paul Robinson
1669,Marko Grujic
1670,Steve Mandanda
1673,Edimilson Fernandes
1675,Ashley Fletcher
1680,Luis Hernández
1684,David Marshall
1696,Markus Henriksen
1703,Gökhan Töre
1704,Álvaro Arbeloa
1706,Antonio Barragán
1708,George Friend
1711,Adam Forshaw
1713,Viktor Fischer
1714,Jordan Rhodes
1716,Bernardo
1717,Adam Clayton
1729,Georges-Kévin Nkoudou
1731,Claudio Bravo
1733,Sam McQueen
1735,Jack Stephens
1736,Oliver McBurnie
1739,Eric Bailly
1742,Lee Grant
1745,Josh Tymon
1748,Lys Mousset
1749,Rob Holding
1752,Fabio
1754,Joel Asoro
1757,Nsue
1760,Arthur Masuaku
1762,Ovie Ejaria
1764,Ramadan Sobhi
1765,Jonathan Benteke
1776,Jarrod Bowen
1777,Julien Ngoy
1782,Albert Adomah
1784,Jérémy Pied
1785,Nampalys Mendy
1789,Lewis Cook
1791,Trent Alexander-Arnold
1942,Martín Cáceres
3231,Kamil Grosicki
5548,Andrew Eleftheriou
5550,Evandro
5551,Omar Elabdellaoui
5553,Declan Rice
5554,Luciano Narsingh
5557,Ben Woodburn
5558,Brandon Mason
5559,Dion Pereira
5560,Scott McTominay
5563,Daniel Agyei
5565,Josh Sims
5571,Filip Lesniak
5574,Demetri Mitchell
5575,Joel Pereira
5576,James Husband
5586,Michael Folivi
5598,Angel Gomes
5601,Matt Worthington
3277,Alexandre Lacazette
1804,Álvaro Morata
318,Pierre-Emerick Aubameyang
239,Pascal Groß
3800,Steve Mounie
3635,Bernardo Silva
6038,Laurent Depoitre
339,Eric Maxim Choupo-Moting
6026,Richarlison
6231,José Izquierdo
6477,Cenk Tosun
6033,Aaron Mooy
2065,Vicente Iborra
2244,Danilo
6036,Rajiv van La Parra
342,Sead Kolasinac
1512,João Mário
1822,Antonio Rüdiger
3429,Tiemoué Bakayoko
3600,Serge Aurier
3979,Ahmed Hegazy
4046,Tomer Hemed
6104,Will Hughes
6525,Badou Ndiaye
248,Elias Kachunga
1159,Molla Wagué
1178,Davide Zappacosta
1299,Mario Lemina
1679,Dominic Solanke
2256,Jesé
5043,Kiko Femenía
5304,Mikel Merino
6042,Jan Bednarek
6048,Lewis Dunk
6049,Solly March
6062,Isaac Hayden
6063,Jacob Murphy
6139,Joe Lolley
6230,André Carrillo
6542,Jürgen Locadia
368,Konstantinos Stafylidis
379,Markus Suttner
705,Kasey Palmer
885,Kyle Walker-Peters
1138,Orestis Karnezis
1203,Wesley Hoedt
1245,Emerson
1298,Patrice Evra
1778,Freddie Ladapo
2147,Charly Musonda
2329,Jesús Gámez
2356,Roque Mesa
2385,Mat Ryan
2414,Grzegorz Krychowiak
2498,Aymeric Laporte
2537,Sandro Ramírez
2958,Oleksandr Zinchenko
3293,Lucas Moura
3389,Benjamin Mendy
3424,Guido Carrillo
3468,Jonas Lössl
3544,Jeremie Boga
3873,Ezequiel Schelotto
4258,Uwe Hünemeier
5073,Florian Lejeune
5215,Florent Hadergjonaj
5219,Aleksandar Dragovic
5228,Renato Sanches
5256,Oliver Burke
5453,Moritz Bauer
5552,Nick Pope
5562,Rekeem Harper
5568,Connor Roberts
5584,Aaron Wan-Bissaka
5593,Thomas Edwards
5706,Dodi Lukebakio
5767,Fousseni Diabate
6027,Jairo Riedewald
6029,Tommy Smith
6030,Zanka
6031,Christopher Schindler
6032,Chris Löwe
6034,Philip Billing
6035,Collin Quaner
6037,Danny Williams
6039,Michael Hefele
6040,Scott Malone
6044,Charlie Taylor
6045,Davy Klaassen
6046,Bruno
6047,Shane Duffy
6050,Davy Pröpper
6051,Dale Stephens
6052,Jamie Murphy
6054,Ederson
6055,Phil Foden
6067,Terence Kongolo
6080,Victor Lindelöf
6105,Gaëtan Bong
6249,Davinson Sánchez
6276,Nikola Vlasic
6283,Levi Lumeka
6296,Abdelhamid Sabiri
6299,Connor Goldson
6301,Jonathan Hogg
6303,Marvin Zeegelaar
6328,Dean Whitehead
6344,Martin Cranie
6369,Ethan Ampadu
6384,Beni Baningime
6389,Nahki Wells
6409,Beram Kayal
6410,Jack Simpson
6418,Hamza Choudhury
6421,Brahim Diaz
6430,Sam Baldock
6456,Callum Hudson-Odoi
6457,Emerson Hyndman
6464,Adrien Silva
6482,Eddie Nketiah
6492,Reiss Nelson
6504,Michael Obafemi
6526,Jordan Hugill
6531,Alexander Sørloth
6532,Martin Dubravka
6544,Lukas Nmecha
6561,Tyrese Campbell
6630,Joe Willock
6657,Lasse Sorenson
6681,Harvey Barnes
6722,Konstantinos Mavropanos
6756,Dwight McNeil
4105,Raúl Jiménez
1208,Felipe Anderson
6854,Diogo Jota
6818,James Maddison
6820,David Brooks
1293,Gonzalo Higuaín
2390,Víctor Camarasa
5176,Ryan Babel
6827,Bobby Reid
76,Fabian Schär
1823,Lucas Digne
4027,Sol Bamba
6824,Nathaniel Mendez-Laing
6826,Callum Paterson
6850,Willy Boly
6852,Matt Doherty
6853,Rúben Neves
7390,Karlan Grant
3683,Ivan Cavaleiro
4068,Florin Andone
4866,Aboubakar Kamara
5956,Youri Tielemans
6828,Josh Murphy
6893,Stuart Armstrong
1227,Lucas Torreira
1389,Jorginho
2182,Jefferson Lerma
3303,Ricardo Pereira
3491,Romain Saiss
5247,Naby Keita
6274,Andriy Yarmolenko
6837,Ryan Sessegnon
7236,Leander Dendoncker
7280,Yan Valery
47,Yoshinori Muto
338,Max Meyer
371,Sokratis
394,Leon Balogun
2274,Luciano Vietto
2280,Jonny
2383,André Gomes
2641,Jon Gorenc Stankovic
3203,Issa Diop
3276,Rachid Ghezzal
3312,Jean Michael Seri
3328,Floyd Ayité
3420,Fabinho
3422,João Moutinho
3428,Hélder Costa
5573,Domingos Quina
5662,Isaac Mbenza
6306,Juan Foyth
6521,Yerry Mina
6817,Fred
6823,Sean Morrison
6830,Danny Ward
6835,Tom Cairney
6841,Ken Sema
6891,Ryan Fredericks
6892,Fabián Balbuena
6928,Kenneth Zohore
7063,Bernard
7078,Sean Longstaff
7120,Kadeem Harris
7199,Aron Gunnarsson
7219,Juninho Bacuna
111,Jannik Vestergaard
181,Bernd Leno
636,Luke Dreher
959,Joe Bennett
1181,Antonio Barreca
1257,Alisson
1303,Stephan Lichtsteiner
1441,Adam Masina
1950,Martín Montoya
2072,Sergio Rico
2190,Vicente Guaita
2254,Mateo Kovacic
2308,Denis Suárez
2587,Fabri
2640,Erik Durm
3304,Maxime Le Marchand
4483,Sam Gallagher
4883,Bruno Ecuele Manga
5061,Kepa
5065,Diego Rico
5085,Marc Navarro
5245,Bernardo
5264,Caglar Söyüncü
5544,Angus Gunn
5602,Sam Surridge
5609,Yves Bissouma
5740,Adama Diakhaby
5759,Matteo Guendouzi
6041,Joel Coleman
6424,Ben Johnson
6434,Franck Zambo
6651,Grady Diangana
6666,Rafael Camacho
6819,Luke Amos
6821,Neil Etheridge
6822,Lee Peltier
6825,Joe Ralls
6829,Gary Madine
6831,Greg Cunningham
6833,Cyrus Christie
6834,Joe Bryan
6836,Kevin McDonald
6838,Stefan Johansen
6839,Ibrahima Cissé
6840,Neeskens Kebano
6842,Alireza Jahanbakhsh
6843,David Button
6849,Rui Patrício
6851,Conor Coady
6855,Léo Bonatini
6856,Rúben Vinagre
6857,Morgan Gibbs-White
6894,Mohamed Elyounoussi
7076,Marcus Bettinelli
7077,Denis Odoi
7184,Tim Ream
7198,Oliver Skipp
7215,Loïc Damour
7216,Ben Wilmot
7281,Diogo Dalot
7312,Xande Silva
7314,Tyreke Johnson
7322,Bukayo Saka
7326,Kayne Ramsay
7332,Max Kilman
7335,Callum Slattery
7340,Rhys Healey
7384,Chris Mepham
7420,Miguel Almirón
7437,Demeaco Duhaney
7438,James Garner
7439,Tahith Chong
7458,Matty Daly
7459,Will Norris
7487,Aaron Rowe
7490,Mason Greenwood
7546,Harvey Elliott
7582,Mark Travers
7696,Teemu Pukki
3621,Neal Maupay
2662,Christian Pulisic
1228,Bruno Fernandes
5596,Harry Wilson
6144,Sébastien Haller
7768,Mason Mount
7695,Todd Cantwell
7722,Trézéguet
5656,Nicolas Pepe
5675,Ismaila Sarr
7698,Leandro Trossard
7708,John Lundstram
7709,John Fleck
7724,Wesley
5612,Anwar El Ghazi
7700,Che Adams
101,Allan Saint-Maximin
2496,Rodri
5595,Daniel James
6122,Douglas Luiz
6382,Pedro Neto
7699,Adam Webster
7712,Billy Sharp
7721,Conor Hourihane
7723,John McGinn
7752,Gabriel Martinelli
7991,Aaron Connolly
8288,Tomas Soucek
8300,Steven Bergwijn
87,Joelinton
1304,Moise Kean
2335,Pablo Fornals
4918,Patrick Cutrone
5962,Tanguy NDombele Alvaro
6143,Jetro Willems
7701,Moussa Djenepo
7703,John Egan
7706,George Baldock
7707,Enda Stevens
7711,David McGoldrick
8016,Matthew Longstaff
12,Mario Vrancic
209,Josip Drmic
1234,Dennis Praet
2203,Emiliano Buendía
4476,Callum Robinson
6352,Valentino Lazaro
6665,Curtis Jones
6859,Kortney Hause
7152,Björn Engels
7691,Jamal Lewis
7693,Kenny McLean
7697,Onel Hernández
7710,Oliver Norwood
7726,Ezri Konsa Ngoyo
7822,Dennis Srbeny
8075,Brandon Williams
8089,Kieran Tierney
8285,Sander Berge
8287,Mbwana Samatta
8291,Daniel Podence
62,Lukas Rupp
250,Ørjan Nyland
330,Ralf Fährmann
1040,Angelino
1053,Keinan Davis
1217,Moritz Leitner
1374,José Reina
1545,Emil Krafth
2132,Jota
2379,João Cancelo
2446,Dani Ceballos
